,Unnamed: 0,price,model_year,model,condition,cylinders,fuel,odometer,transmission,type,paint_color,is_4wd,date_posted,days_listed
11108,18330,17999,2011.0,ford f150,excellent,6.0,gas,133480.0,automatic,truck,black,1.0,2018-07-18,45
11109,18331,14399,2012.0,ford f150,excellent,8.0,gas,114363.0,automatic,truck,black,1.0,2018-12-30,67
11110,18332,12995,2015.0,volkswagen jetta,excellent,4.0,diesel,27355.0,manual,sedan,grey,0.0,2018-07-20,34
11111,18333,11500,2003.0,chevrolet silverado,excellent,8.0,gas,105000.0,automatic,truck,white,1.0,2019-04-04,45
11112,18334,16500,2009.0,chevrolet silverado 2500hd,good,8.0,gas,83715.0,automatic,truck,custom,1.0,2018-05-03,27
11113,18335,9850,2008.0,chevrolet silverado 1500,good,8.0,gas,182225.0,automatic,truck,blue,1.0,2018-10-16,28
11114,18337,14499,2012.0,nissan frontier,good,6.0,gas,76783.0,automatic,truck,red,1.0,2019-02-09,5
11115,18338,5500,2013.0,chevrolet malibu,good,4.0,gas,142000.0,automatic,sedan,black,0.0,2018-09-21,33
11116,18339,8500,2014.0,nissan maxima,good,6.0,gas,79000.0,automatic,sedan,black,0.0,2018-12-30,76
11117,18340,22500,2013.0,ford f-250 sd,good,8.0,gas,128415.0,automatic,truck,green,1.0,2019-01-26,112
11118,18341,4350,2009.0,toyota camry,good,4.0,gas,119300.0,automatic,sedan,black,0.0,2018-08-03,22
11119,18343,10500,2009.0,chevrolet silverado 1500,good,8.0,gas,103200.0,automatic,truck,white,1.0,2018-07-09,48
11120,18344,6600,2012.0,honda civic,good,4.0,gas,161720.0,manual,sedan,grey,0.0,2018-09-12,9
11121,18345,10900,2008.0,toyota tacoma,good,6.0,gas,124637.0,automatic,pickup,other,1.0,2018-10-02,25
11122,18347,6995,2013.0,ford focus,good,4.0,gas,85742.0,automatic,hatchback,white,0.0,2018-12-19,70
11123,18348,12900,2014.0,subaru forester,good,4.0,gas,82180.0,automatic,SUV,grey,1.0,2018-09-14,78
11124,18351,4900,2008.0,hyundai elantra,good,4.0,gas,125322.0,automatic,sedan,grey,0.0,2018-09-06,12
11125,18352,18990,2000.0,ford f-350 sd,good,8.0,diesel,118774.0,automatic,truck,silver,1.0,2018-08-23,70
11126,18355,8500,1999.0,ford f-250 super duty,excellent,8.0,diesel,327000.0,automatic,truck,red,1.0,2018-09-11,84
11127,18356,45900,2018.0,gmc sierra 1500,excellent,8.0,gas,35638.0,automatic,truck,white,1.0,2018-08-21,52
11128,18358,10990,2008.0,ford f-350 sd,good,8.0,gas,219189.0,automatic,truck,other,0.0,2018-10-28,82
11129,18359,28990,2015.0,ford f-350 sd,good,8.0,diesel,53628.0,automatic,truck,white,1.0,2018-12-29,18
11130,18360,38900,2017.0,ford f-250 super duty,excellent,8.0,gas,72796.0,automatic,truck,white,1.0,2018-12-10,24
11131,18362,4895,2005.0,toyota camry,good,4.0,gas,139700.0,automatic,sedan,brown,0.0,2018-12-06,17
11132,18363,19000,2006.0,chevrolet silverado 2500hd,good,8.0,diesel,182000.0,automatic,truck,red,1.0,2018-09-20,7
11133,18364,20990,2011.0,ford f-350 sd,good,8.0,gas,63887.0,automatic,truck,white,1.0,2019-03-13,60
11134,18365,16490,2012.0,ford f-250 sd,good,8.0,gas,68289.0,automatic,truck,white,0.0,2019-01-02,30
11135,18366,2700,2008.0,ford ranger,good,6.0,gas,122000.0,automatic,pickup,black,1.0,2018-11-01,60
11136,18368,6450,2014.0,ford focus,good,4.0,gas,84623.0,automatic,hatchback,grey,0.0,2019-03-26,59
11137,18369,14500,2014.0,chevrolet equinox,good,6.0,gas,58942.0,automatic,SUV,grey,1.0,2018-11-14,136
11138,18371,23800,2017.0,chevrolet silverado 1500,good,8.0,gas,83034.0,automatic,truck,blue,1.0,2018-08-11,34
11139,18372,4250,2007.0,gmc sierra,good,8.0,gas,230000.0,automatic,pickup,other,1.0,2018-10-11,46
11140,18373,22899,2008.0,gmc sierra,good,8.0,gas,144222.0,automatic,truck,blue,1.0,2018-09-05,29
11141,18375,8995,2012.0,toyota rav4,excellent,4.0,gas,124526.0,automatic,SUV,black,1.0,2018-06-26,35
11142,18376,6495,2008.0,toyota camry le,excellent,4.0,gas,88400.0,automatic,sedan,other,0.0,2019-04-10,42
11143,18377,4900,2010.0,gmc sierra,good,8.0,gas,185450.0,automatic,truck,white,1.0,2019-03-28,51
11144,18378,4995,2009.0,subaru forester,excellent,4.0,gas,170393.0,automatic,SUV,silver,1.0,2018-09-24,22
11145,18381,8990,2012.0,chevrolet equinox,good,4.0,gas,79786.0,automatic,SUV,silver,1.0,2019-03-06,50
11146,18382,26800,2012.0,ram 3500,good,6.0,diesel,135319.0,automatic,truck,other,1.0,2018-09-29,16
11147,18383,4500,1997.0,ram 1500,fair,8.0,gas,137000.0,automatic,pickup,silver,1.0,2018-09-17,40
11148,18385,16500,2012.0,ford f-250 sd,good,8.0,gas,123262.0,automatic,truck,grey,1.0,2019-03-12,41
11149,18386,16800,2011.0,ram 3500,good,6.0,diesel,211941.0,other,truck,green,1.0,2018-12-11,20
11150,18388,25000,2017.0,dodge charger,good,6.0,gas,45000.0,automatic,sedan,grey,1.0,2018-09-26,105
11151,18391,12990,2011.0,ford expedition,good,8.0,gas,124775.0,automatic,SUV,custom,1.0,2018-05-31,106
11152,18392,10990,2010.0,chevrolet suburban,good,8.0,gas,180025.0,automatic,SUV,other,1.0,2019-01-23,26
11153,18393,4695,2008.0,nissan altima,excellent,4.0,gas,147247.0,automatic,sedan,grey,0.0,2019-03-23,30
11154,18395,5995,2007.0,toyota rav4,good,4.0,gas,150678.0,automatic,SUV,brown,1.0,2018-12-01,85
11155,18396,3850,2010.0,hyundai sonata,good,4.0,gas,74000.0,automatic,sedan,silver,0.0,2018-12-17,18
11156,18398,4599,2005.0,toyota rav4,excellent,4.0,gas,121600.0,automatic,SUV,silver,1.0,2019-02-22,20
11157,18399,2950,2005.0,toyota camry,good,4.0,gas,205000.0,automatic,sedan,silver,0.0,2018-08-24,71
11158,18400,9999,2011.0,dodge charger,excellent,8.0,gas,93771.0,automatic,sedan,other,1.0,2018-11-13,14
11159,18401,5800,2008.0,gmc sierra 2500hd,fair,8.0,gas,137000.0,automatic,truck,black,1.0,2019-04-13,31
11160,18402,7995,2012.0,subaru outback,excellent,4.0,gas,112378.0,manual,wagon,other,1.0,2018-11-22,69
11161,18407,12995,2015.0,volkswagen jetta,excellent,4.0,diesel,27355.0,manual,sedan,other,0.0,2018-10-11,22
11162,18408,3000,1990.0,ford f350 super duty,good,8.0,diesel,97000.0,manual,truck,orange,0.0,2018-09-30,42
11163,18409,5695,2014.0,volkswagen jetta,excellent,4.0,gas,111000.0,manual,sedan,silver,0.0,2018-08-02,13
11164,18410,4995,2005.0,chevrolet silverado 1500,good,8.0,gas,126000.0,automatic,pickup,blue,1.0,2018-09-16,63
11165,18411,10990,2011.0,chevrolet suburban,good,8.0,gas,165132.0,automatic,SUV,other,1.0,2018-10-21,126
11166,18414,19995,2011.0,gmc sierra 2500hd,good,8.0,diesel,122749.0,automatic,truck,white,1.0,2019-03-14,8
11167,18417,7988,2012.0,dodge grand caravan,like new,6.0,gas,104002.0,automatic,mini-van,black,0.0,2019-03-21,13
11168,18418,15999,2015.0,ford f250,excellent,8.0,gas,133903.0,automatic,truck,white,1.0,2018-06-29,74
11169,18421,20200,2018.0,nissan frontier crew cab sv,good,6.0,gas,49596.0,other,pickup,other,1.0,2018-06-03,42
11170,18422,7200,2010.0,hyundai sonata,good,4.0,gas,61500.0,automatic,sedan,grey,0.0,2019-02-28,6
11171,18424,46000,2018.0,chevrolet suburban,excellent,8.0,gas,22188.0,automatic,SUV,blue,1.0,2018-08-26,30
11172,18425,11995,2018.0,nissan sentra,good,4.0,gas,35253.0,automatic,sedan,white,0.0,2019-02-07,81
11173,18429,9995,2011.0,gmc sierra 1500,good,8.0,gas,126900.0,automatic,pickup,black,1.0,2018-12-27,37
11174,18430,5900,2007.0,honda civic,good,4.0,gas,118545.0,automatic,sedan,other,0.0,2018-09-26,8
11175,18431,5200,2005.0,subaru impreza,good,4.0,gas,109591.0,automatic,sedan,other,1.0,2018-08-14,25
11176,18432,8400,2008.0,ford escape,good,4.0,gas,105317.0,automatic,hatchback,silver,1.0,2018-08-02,62
11177,18434,13500,2012.0,chevrolet silverado 1500,good,8.0,gas,133800.0,automatic,pickup,silver,1.0,2018-12-24,78
11178,18435,3250,2009.0,toyota corolla,fair,4.0,gas,171000.0,automatic,sedan,blue,0.0,2018-10-18,41
11179,18436,4500,2013.0,chrysler 200,good,4.0,gas,158000.0,automatic,sedan,black,0.0,2019-01-17,63
11180,18439,10000,2012.0,ford f150,fair,6.0,gas,229000.0,automatic,truck,other,1.0,2018-12-14,69
11181,18441,45500,2018.0,chevrolet silverado,like new,8.0,diesel,45800.0,automatic,truck,white,1.0,2018-10-19,12
11182,18442,17900,2018.0,chevrolet equinox,like new,4.0,gas,44340.0,automatic,SUV,red,1.0,2018-07-16,73
11183,18444,7999,2007.0,chevrolet tahoe,good,8.0,gas,204500.0,automatic,SUV,blue,1.0,2019-02-25,37
11184,18448,3400,2003.0,toyota highlander,excellent,6.0,gas,166787.0,automatic,SUV,blue,1.0,2019-01-23,45
11185,18449,27500,2017.0,jeep wrangler,like new,6.0,gas,57500.0,other,truck,other,1.0,2019-02-14,20
11186,18450,12300,2015.0,honda civic lx,excellent,4.0,gas,36500.0,automatic,coupe,white,0.0,2018-05-03,109
11187,18451,3500,1995.0,toyota tacoma,good,4.0,gas,189000.0,automatic,pickup,white,1.0,2019-02-07,84
11188,18454,5495,2003.0,chevrolet silverado 1500,good,8.0,gas,123376.0,automatic,truck,red,0.0,2018-08-20,34
11189,18455,35000,2005.0,chevrolet suburban,fair,8.0,gas,250000.0,automatic,SUV,custom,1.0,2018-08-04,53
11190,18459,18900,1980.0,chevrolet corvette,excellent,8.0,gas,69900.0,automatic,coupe,other,0.0,2018-10-22,26
11191,18460,23000,2014.0,ford f150 supercrew cab xlt,good,6.0,gas,77994.0,other,pickup,other,1.0,2019-02-27,44
11192,18461,22500,2019.0,nissan frontier crew cab sv,good,6.0,gas,24209.0,other,pickup,white,1.0,2019-01-25,64
11193,18463,6700,2005.0,toyota highlander,good,6.0,gas,105124.0,automatic,SUV,blue,1.0,2018-06-19,16
11194,18464,27800,2016.0,ford f150 supercrew cab xlt,good,6.0,gas,47570.0,other,pickup,white,1.0,2018-08-09,18
11195,18467,3600,1999.0,ford f-150,good,6.0,gas,123526.0,automatic,pickup,red,0.0,2019-01-17,11
11196,18468,4100,2008.0,nissan maxima,like new,6.0,gas,146000.0,automatic,sedan,black,0.0,2018-10-04,31
11197,18471,28900,2013.0,ford f-250 super duty,excellent,8.0,gas,36851.0,automatic,truck,green,1.0,2018-07-07,80
11198,18472,4700,2003.0,chevrolet silverado,good,8.0,gas,156374.0,automatic,truck,green,1.0,2019-01-16,38
11199,18474,16689,2011.0,ford f-150,excellent,8.0,gas,104818.0,automatic,truck,blue,1.0,2018-10-27,59
11200,18475,11499,2012.0,chevrolet equinox,excellent,4.0,gas,105516.0,automatic,SUV,red,1.0,2018-12-25,37
11201,18480,2900,2002.0,toyota 4runner,good,6.0,gas,195000.0,automatic,SUV,silver,1.0,2018-05-18,43
11202,18481,5600,2012.0,ford fusion se,good,4.0,gas,135500.0,automatic,sedan,grey,0.0,2018-07-25,20
11203,18482,7400,2012.0,hyundai sonata,good,4.0,gas,105236.0,automatic,sedan,black,0.0,2018-05-06,16
11204,18484,14000,2012.0,chevrolet silverado 1500,excellent,8.0,gas,89000.0,automatic,truck,black,1.0,2019-03-29,20
11205,18491,23000,1966.0,ford mustang,excellent,8.0,gas,63070.0,automatic,coupe,other,0.0,2018-11-17,54
11206,18492,24900,2015.0,chevrolet colorado,good,6.0,gas,60611.0,automatic,truck,other,1.0,2018-09-22,19
11207,18494,19500,2013.0,ram 1500,good,8.0,gas,84150.0,automatic,truck,black,1.0,2018-09-06,19
11208,18495,4000,2001.0,jeep cherokee,good,6.0,gas,177000.0,automatic,SUV,green,1.0,2019-01-17,43
11209,18496,19999,2013.0,ram 1500,excellent,8.0,gas,62175.0,automatic,truck,red,1.0,2018-07-24,120
11210,18497,27500,2010.0,chevrolet silverado 2500hd,good,8.0,diesel,127381.0,automatic,truck,blue,1.0,2019-01-06,31
11211,18498,19995,2007.0,ram 2500,good,6.0,diesel,127325.0,automatic,truck,grey,1.0,2018-08-02,10
11212,18499,24900,2010.0,ram 2500,good,6.0,diesel,96837.0,automatic,truck,green,1.0,2018-07-02,40
11213,18501,23800,2014.0,chevrolet tahoe,good,8.0,gas,95997.0,automatic,SUV,black,1.0,2018-08-21,60
11214,18502,18995,2013.0,gmc sierra 1500,good,8.0,gas,95356.0,automatic,truck,silver,1.0,2018-05-01,39
11215,18504,17500,2008.0,jeep wrangler,good,6.0,gas,124058.0,automatic,wagon,silver,1.0,2018-11-20,21
11216,18508,15995,2015.0,ford explorer,good,6.0,gas,21222.0,automatic,other,white,1.0,2018-12-13,51
11217,18509,7500,2016.0,nissan sentra,like new,4.0,gas,23998.0,automatic,sedan,grey,0.0,2018-11-18,163
11218,18510,4650,2010.0,hyundai santa fe,fair,4.0,gas,135000.0,automatic,SUV,silver,0.0,2018-08-26,44
11219,18511,18500,2007.0,ram 2500,good,6.0,diesel,114000.0,other,truck,other,1.0,2018-12-11,90
11220,18512,7990,2003.0,gmc sierra 2500hd,excellent,8.0,gas,149471.0,automatic,truck,black,1.0,2018-07-24,61
11221,18513,14990,2011.0,ford f-150,excellent,6.0,gas,143659.0,automatic,pickup,black,1.0,2018-10-05,37
11222,18514,11990,2013.0,ford explorer,excellent,6.0,gas,114673.0,automatic,SUV,black,1.0,2018-11-04,16
11223,18515,13990,2006.0,chevrolet silverado 2500hd,excellent,8.0,diesel,175192.0,automatic,pickup,grey,1.0,2018-09-02,63
11224,18516,9700,2004.0,chevrolet silverado 2500hd,excellent,8.0,gas,147888.0,automatic,truck,blue,1.0,2018-10-11,41
11225,18518,6399,2012.0,chevrolet equinox,excellent,4.0,gas,92834.0,automatic,SUV,other,1.0,2018-09-17,19
11226,18519,8900,2017.0,nissan versa,excellent,4.0,gas,49303.0,automatic,hatchback,white,0.0,2018-10-18,14
11227,18520,23000,2011.0,ford f350 super duty,excellent,8.0,diesel,129000.0,automatic,pickup,silver,1.0,2019-04-05,29
11228,18524,5800,2012.0,ford focus se,excellent,4.0,gas,94117.0,automatic,hatchback,white,0.0,2018-12-21,24
11229,18526,5999,2000.0,jeep cherokee,excellent,6.0,gas,155072.0,automatic,SUV,blue,0.0,2018-12-10,46
11230,18530,32900,2019.0,ram 1500,like new,6.0,gas,22606.0,automatic,pickup,silver,1.0,2019-01-02,76
11231,18531,8995,2011.0,honda cr-v,excellent,4.0,gas,107168.0,automatic,SUV,silver,1.0,2018-08-06,41
11232,18532,19900,2011.0,chevrolet silverado 1500,excellent,8.0,gas,74361.0,automatic,truck,grey,1.0,2018-08-02,10
11233,18533,3999,2005.0,chevrolet tahoe,good,8.0,gas,204000.0,automatic,SUV,grey,1.0,2018-09-16,9
11234,18534,38000,2014.0,ford f150,good,6.0,gas,110000.0,automatic,truck,white,1.0,2018-05-18,8
11235,18536,24100,2013.0,chevrolet silverado 1500 crew,good,8.0,gas,55315.0,other,pickup,white,1.0,2018-09-24,26
11236,18537,6495,2007.0,ford f-150,excellent,8.0,gas,185479.0,automatic,pickup,white,1.0,2019-02-07,9
11237,18540,17700,2015.0,nissan frontier crew cab sv,good,6.0,gas,67071.0,other,pickup,black,0.0,2018-09-18,46
11238,18541,22900,2014.0,ford f150 supercrew cab xlt,good,6.0,gas,73711.0,automatic,pickup,white,1.0,2018-07-22,51
11239,18543,5000,2006.0,nissan frontier,good,6.0,gas,149000.0,automatic,pickup,black,1.0,2018-07-18,19
11240,18544,5200,2005.0,subaru impreza,good,4.0,gas,109591.0,automatic,sedan,blue,1.0,2018-12-11,31
11241,18545,8990,2013.0,ram 1500,excellent,8.0,gas,187000.0,automatic,pickup,white,1.0,2018-07-23,12
11242,18546,21000,2016.0,chevrolet traverse,excellent,6.0,gas,82000.0,automatic,SUV,silver,1.0,2018-05-25,22
11243,18548,14900,2017.0,ford f150,like new,8.0,gas,120000.0,automatic,pickup,other,0.0,2019-03-03,26
11244,18551,30989,2017.0,chevrolet silverado 1500,excellent,8.0,gas,34855.0,automatic,truck,other,1.0,2019-01-30,2
11245,18554,3800,2008.0,chevrolet impala,excellent,6.0,gas,153000.0,automatic,sedan,blue,0.0,2018-09-18,40
11246,18557,5900,2007.0,toyota camry,good,4.0,gas,121344.0,automatic,sedan,silver,0.0,2019-01-06,48
11247,18558,6500,2007.0,subaru outback,good,4.0,gas,109795.0,automatic,wagon,grey,1.0,2018-07-26,16
11248,18559,5995,2013.0,kia soul,good,4.0,gas,134872.0,automatic,wagon,grey,0.0,2018-12-14,24
11249,18560,9495,2006.0,ram 1500,good,8.0,gas,96758.0,automatic,pickup,blue,1.0,2018-11-06,50
11250,18561,6900,2010.0,honda cr-v,excellent,4.0,gas,110000.0,automatic,SUV,other,0.0,2018-10-10,46
11251,18562,8900,2014.0,honda civic lx,like new,4.0,gas,70489.0,automatic,sedan,other,0.0,2018-09-26,21
11252,18563,13500,2017.0,toyota camry le,excellent,4.0,gas,48569.0,automatic,sedan,silver,1.0,2018-07-05,23
11253,18564,9995,2006.0,ford f-150,excellent,8.0,gas,117560.0,automatic,pickup,custom,1.0,2019-03-27,12
11254,18565,6995,2010.0,chrysler town & country,excellent,6.0,gas,83450.0,automatic,mini-van,silver,0.0,2018-08-23,21
11255,18566,9995,2008.0,toyota highlander,excellent,6.0,gas,164250.0,automatic,other,grey,1.0,2018-09-09,17
11256,18568,3500,2008.0,ford fusion se,good,6.0,gas,120000.0,automatic,sedan,black,0.0,2018-07-24,25
11257,18569,4000,2013.0,ford focus,good,4.0,gas,117950.0,automatic,sedan,other,0.0,2018-12-30,97
11258,18572,13000,2014.0,gmc acadia,fair,6.0,gas,116805.0,automatic,SUV,white,1.0,2018-11-11,90
11259,18573,30500,2017.0,jeep wrangler unlimited,good,6.0,gas,43310.0,automatic,SUV,black,1.0,2018-11-04,106
11260,18574,7990,2003.0,gmc sierra 2500hd,excellent,8.0,gas,149471.0,automatic,truck,black,1.0,2018-09-30,47
11261,18575,8000,2007.0,ram 3500,fair,8.0,diesel,240000.0,manual,truck,white,0.0,2018-11-18,22
11262,18577,4499,2010.0,hyundai elantra,excellent,4.0,gas,159600.0,automatic,sedan,silver,0.0,2018-09-01,9
11263,18580,19895,2015.0,jeep wrangler unlimited,good,6.0,gas,105057.0,automatic,SUV,green,1.0,2018-08-05,64
11264,18581,19895,2015.0,jeep wrangler unlimited,good,6.0,gas,105057.0,automatic,SUV,green,1.0,2018-11-24,29
11265,18585,39000,2015.0,ford f-250,excellent,8.0,diesel,99000.0,automatic,pickup,other,1.0,2019-02-06,37
11266,18586,11595,2017.0,nissan sentra,good,4.0,gas,24026.0,automatic,sedan,black,0.0,2018-06-13,80
11267,18587,45500,2019.0,chevrolet tahoe,excellent,8.0,gas,24811.0,automatic,SUV,blue,1.0,2019-03-11,50
11268,18589,14800,2015.0,chevrolet traverse,good,6.0,gas,125000.0,automatic,SUV,black,1.0,2018-09-14,52
11269,18590,5495,2004.0,honda civic,like new,4.0,gas,80123.0,automatic,sedan,silver,0.0,2019-01-01,33
11270,18592,16900,2014.0,ford f-150,good,6.0,gas,111123.0,automatic,truck,white,1.0,2018-06-24,3
11271,18593,7999,2008.0,toyota highlander,good,6.0,gas,190083.0,automatic,SUV,grey,0.0,2018-08-08,16
11272,18594,10900,2008.0,chevrolet tahoe,good,8.0,gas,191123.0,automatic,wagon,black,1.0,2018-06-14,39
11273,18596,3850,2004.0,jeep grand cherokee,good,6.0,gas,229224.0,automatic,SUV,silver,1.0,2018-08-02,66
11274,18599,13999,2018.0,nissan rogue,good,4.0,gas,84758.0,automatic,SUV,white,1.0,2019-01-05,24
11275,18600,19999,2014.0,chevrolet silverado 1500,good,8.0,gas,126944.0,automatic,truck,black,1.0,2019-03-25,58
11276,18601,7777,2005.0,gmc sierra 1500,good,8.0,gas,177132.0,automatic,truck,grey,1.0,2019-03-11,20
11277,18602,11800,2013.0,chevrolet traverse,good,6.0,gas,135981.0,automatic,wagon,white,1.0,2018-09-04,68
11278,18603,10800,2014.0,hyundai sonata,good,4.0,gas,103715.0,automatic,sedan,black,0.0,2019-04-11,8
11279,18605,14000,2008.0,ford f250,good,8.0,gas,171000.0,automatic,truck,grey,1.0,2018-05-03,6
11280,18606,3500,2009.0,hyundai sonata,excellent,4.0,gas,138000.0,automatic,sedan,other,0.0,2018-12-16,19
11281,18607,6899,2011.0,nissan murano,good,6.0,gas,145166.0,automatic,SUV,grey,1.0,2018-09-24,74
11282,18608,11900,2017.0,chevrolet equinox,good,4.0,gas,125015.0,automatic,SUV,white,0.0,2018-10-26,13
11283,18609,6999,2008.0,gmc acadia,good,6.0,gas,107047.0,automatic,SUV,custom,0.0,2019-01-21,29
11284,18610,10950,2015.0,ford fusion,good,4.0,gas,111123.0,automatic,sedan,other,0.0,2018-10-28,16
11285,18612,5500,2007.0,toyota prius,like new,4.0,gas,111098.0,automatic,sedan,other,0.0,2018-09-11,9
11286,18614,4750,2012.0,ford escape,good,4.0,gas,212136.0,automatic,SUV,grey,0.0,2018-06-27,26
11287,18615,8999,2013.0,hyundai sonata,good,4.0,gas,100804.0,automatic,sedan,grey,0.0,2018-10-20,71
11288,18616,7900,2014.0,chevrolet cruze,good,4.0,gas,102213.0,automatic,sedan,custom,0.0,2018-06-29,7
11289,18617,9999,2015.0,chrysler 200,good,4.0,gas,80440.0,automatic,sedan,custom,0.0,2019-04-18,47
11290,18618,4700,2005.0,toyota highlander,excellent,6.0,gas,160235.0,automatic,SUV,blue,1.0,2018-12-13,8
11291,18622,23995,2011.0,ram 2500,good,6.0,diesel,189889.0,automatic,truck,brown,1.0,2018-11-20,11
11292,18623,19995,2012.0,ram 3500,good,6.0,diesel,157392.0,automatic,truck,white,1.0,2018-08-18,17
11293,18624,19995,2017.0,ford f-250 sd,good,8.0,gas,129894.0,automatic,truck,white,1.0,2018-05-26,38
11294,18625,13999,2018.0,nissan rogue,good,4.0,gas,84758.0,automatic,SUV,white,1.0,2018-05-05,30
11295,18626,13999,2018.0,nissan rogue,good,4.0,gas,84758.0,automatic,SUV,white,1.0,2018-08-14,59
11296,18632,18499,2016.0,ram 1500,excellent,8.0,gas,57920.0,automatic,truck,other,1.0,2019-02-09,20
11297,18633,43900,2019.0,chevrolet tahoe,excellent,8.0,gas,25194.0,automatic,SUV,black,1.0,2019-01-23,56
11298,18635,7995,2014.0,subaru impreza,excellent,4.0,gas,98147.0,automatic,wagon,other,1.0,2018-07-25,12
11299,18639,43990,2017.0,ford f-250 super duty,good,8.0,diesel,73320.0,automatic,truck,black,1.0,2018-07-10,49
11300,18640,3750,2011.0,chrysler 200,good,4.0,gas,133000.0,automatic,sedan,white,0.0,2018-08-07,16
11301,18641,12500,2006.0,gmc sierra,good,8.0,gas,128000.0,automatic,truck,red,1.0,2018-07-29,4
11302,18643,19995,2013.0,chevrolet suburban,like new,8.0,gas,120318.0,automatic,SUV,black,1.0,2018-09-05,34
11303,18646,6999,2011.0,ford f150,good,8.0,gas,210000.0,automatic,truck,grey,1.0,2018-12-24,26
11304,18647,5000,2008.0,chevrolet silverado 1500,good,8.0,gas,203000.0,automatic,pickup,custom,1.0,2018-10-11,31
11305,18648,17500,2008.0,chevrolet silverado 2500hd,good,8.0,diesel,188000.0,automatic,truck,white,1.0,2019-01-27,27
11306,18649,12995,2010.0,toyota highlander,like new,6.0,gas,142371.0,automatic,SUV,grey,1.0,2019-02-14,88
11307,18650,18995,2013.0,ford expedition,like new,8.0,gas,105704.0,other,SUV,black,1.0,2018-11-12,25
11308,18651,13995,2008.0,chevrolet suburban,like new,8.0,gas,135754.0,automatic,SUV,white,1.0,2018-05-15,68
11309,18652,22995,2016.0,ram 1500,like new,6.0,gas,30056.0,automatic,truck,blue,1.0,2018-09-25,7
11310,18653,3999,2005.0,toyota prius,good,4.0,gas,178797.0,automatic,hatchback,blue,0.0,2018-06-04,7
11311,18654,4900,2005.0,chevrolet silverado 2500hd,good,8.0,gas,150891.0,automatic,truck,white,0.0,2018-06-23,9
11312,18655,9500,2007.0,ford f-150,excellent,8.0,gas,103800.0,automatic,pickup,black,1.0,2018-09-22,104
11313,18656,21300,2016.0,chevrolet silverado 1500,excellent,6.0,gas,23675.0,automatic,truck,other,0.0,2018-07-17,37
11314,18657,14500,2012.0,toyota camry,excellent,6.0,gas,99293.0,automatic,sedan,black,0.0,2018-05-09,25
11315,18660,17800,2015.0,chevrolet silverado 1500,good,8.0,gas,118450.0,automatic,pickup,white,1.0,2018-08-18,39
11316,18661,31998,2015.0,gmc sierra 2500hd,good,8.0,gas,55967.0,automatic,truck,silver,1.0,2018-09-22,28
11317,18663,7995,2013.0,ford escape,excellent,4.0,gas,113000.0,automatic,SUV,silver,1.0,2018-05-28,37
11318,18664,7995,2010.0,nissan rogue,excellent,4.0,gas,64062.0,automatic,SUV,other,1.0,2018-12-02,18
11319,18667,3000,2007.0,honda pilot,good,6.0,gas,255000.0,automatic,SUV,silver,1.0,2019-01-01,12
11320,18669,11950,2007.0,ford f-350 sd,excellent,8.0,gas,32493.0,automatic,truck,green,1.0,2018-08-16,60
11321,18670,6950,2014.0,volkswagen passat,excellent,4.0,gas,118405.0,automatic,sedan,black,0.0,2018-09-12,13
11322,18671,2799,2007.0,subaru forester,excellent,4.0,gas,170000.0,automatic,SUV,grey,0.0,2018-06-14,62
11323,18672,2699,2007.0,ford fusion,excellent,4.0,gas,170000.0,automatic,sedan,black,0.0,2019-04-16,44
11324,18673,4500,2010.0,ford fusion se,like new,4.0,gas,119000.0,automatic,sedan,other,0.0,2018-10-25,69
11325,18674,16799,2015.0,ram 1500,excellent,6.0,diesel,132838.0,automatic,truck,grey,1.0,2019-04-12,24
11326,18675,7995,2013.0,gmc yukon,excellent,8.0,gas,220000.0,automatic,SUV,black,1.0,2019-04-09,38
11327,18676,4500,2006.0,ford explorer,like new,6.0,gas,155000.0,automatic,SUV,other,1.0,2019-02-09,23
11328,18677,7995,2007.0,gmc sierra 2500hd,like new,8.0,gas,181000.0,automatic,truck,other,1.0,2018-06-14,71
11329,18678,8995,2009.0,gmc yukon,like new,8.0,gas,129000.0,automatic,SUV,white,1.0,2019-04-01,12
11330,18679,6995,2009.0,chevrolet silverado 1500,like new,8.0,gas,172000.0,automatic,truck,silver,1.0,2018-08-24,18
11331,18680,13995,2009.0,chevrolet silverado 2500hd,like new,8.0,gas,127000.0,automatic,truck,silver,1.0,2018-07-01,24
11332,18681,6995,2008.0,gmc sierra 1500,like new,8.0,gas,151000.0,automatic,truck,grey,1.0,2019-04-08,70
11333,18682,11758,2013.0,honda civic,excellent,4.0,gas,73720.0,automatic,sedan,silver,0.0,2018-06-04,78
11334,18684,11995,2011.0,gmc sierra 1500,good,8.0,gas,153408.0,automatic,truck,grey,1.0,2018-12-28,18
11335,18685,14595,2012.0,buick enclave,good,6.0,gas,55617.0,automatic,SUV,white,1.0,2018-11-18,23
11336,18687,4499,2011.0,chevrolet impala,excellent,6.0,gas,150000.0,automatic,sedan,white,0.0,2018-10-16,56
11337,18688,4499,2006.0,jeep grand cherokee,excellent,6.0,gas,121000.0,automatic,SUV,other,1.0,2018-07-18,13
11338,18689,36995,2013.0,ram 3500,excellent,8.0,gas,35922.0,automatic,truck,black,1.0,2018-12-07,38
11339,18691,4299,2008.0,subaru outback,excellent,4.0,gas,112000.0,automatic,SUV,blue,1.0,2018-05-24,73
